"","Legal.Name","Center.Name","Building","Street","Borough","ZipCode","Phone","Age.Range","Program.Type","Child.Care.Type","Violation.Rate.Percent","Average.Violation.Rate.Percent","lessThanAve","noViolation","longitude","latitude"
"1843","THE MEDICAL CENTER NURSERY SCHOOL","THE MEDICAL CENTER NURSERY SCHOOL","60","HAVEN AVENUE","MANHATTAN",10032,"212-304-7040","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9431313475971,40.843613084914
"1844","THE MONTESSORI FAMILY SCHOOL OF MANHATTAN","THE MONTESSORI FAMILY SCHOOL OF MANHATTAN","308","WEST 46 STREET","MANHATTAN",10036,"212-688-5950","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9884883468307,40.7599153222353
"1845","THE MONTESSORI SCHOOL LLC","THE MONTESSORI GROUP LLC","5","WEST 22ND STREET","MANHATTAN",10010,"212-633-0600","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9903827596667,40.741411277023
"1846","THE MONTESSORI SCHOOL OF NEW YORK","THE MONTESSORI SCHOOL OF NEW YORK","347","EAST 55TH STREET","MANHATTAN",10022,"212-223-4630","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9642452044429,40.757575735853
"1847","THE MOUNT CARMEL EARLY CHILDHOOD CENTER","THE MOUNT CARMEL EARLY CHILDHOOD CENTER","10","WITHERS ST","BROOKLYN",11211,"917-993-1330","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9525815635461,40.716428914366
"1848","THE MURRAY HILL WEE ONES CLUB, LLC","WEE ONES CLUB, LLC","128","EAST 36 STREET","MANHATTAN",10016,"212-779-3434","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9791242857544,40.747716988586
"1849","THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION","THE NEW YORK INSTITUTE FOR SPECIAL EDUCATION","985","ASTOR AVENUE","BRONX",10469,"718-519-7000","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.8590909013168,40.860555304916
"1850","THE NEW YORK LEAGUE FOR EARLY LEARNING, INC","THE NEW YORK LEAGUE FOR EARLY LEARNING, INC.","146-28","JASMINE AVENUE","QUEENS",11355,"718-352-0104","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.8889162081521,40.8587910797555
"1851","THE NEW YORK LEAGUE FOR EARLY LEARNING, INC.","YAI/NYL-WILLIAM O'CONNOR MIDWOOD SCHOOL","1520","EAST 13 STREET","BROOKLYN",11230,"718-382-1060","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.9609857987042,40.612222717083
"1852","THE NIGHTINGALE BAMFORD SCHOOL","THE NIGHTINGALE BAMFORD SCHOOL","20","EAST 92 STREET","MANHATTAN",10128,"212-289-5020","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9565315037425,40.784771424133
"1853","THE NURTURING CENTER AND ACADEMY, INC.","THE NURTURING CENTER PRESCHOOL","112-18","SPRINGFIELD BLVD","QUEENS",11429,"718-527-5932","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.7401214069409,40.704998103694
"1854","THE NURTURING CENTER INC.","THE NURTURING ACADEMY  INFANT/TODDLER","112-18","SPRINGFIELD BLVD","QUEENS",11429,"718-527-5932","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",33.3333,30.9077,0,0,-73.7401214069409,40.704998103694
"1855","THE OLIVE TREEHOUSE GROUP, LLC","RORY'S ROOM  PRESCHOOL","3001","FORT HAMILTON PARKWAY","BROOKLYN",11218,"718-435-4950","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9785980815417,40.648776734652
"1856","THE OVINGTON SCHOOL","PS 176","1225","BAY RIDGE AVENUE","BROOKLYN",11219,"718-236-7755","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-74.0052442797309,40.625034375305
"1857","THE PARK PRE-SCHOOL LTD.","THE PARK PRE-SCHOOL LTD.","275","GREENWICH STREET","MANHATTAN",10007,"212-571-6191","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-74.0105794878076,40.715253177167
"1858","THE PICKWICK SCHOOL, INC.","THE PICKWICK SCHOOL, INC.","151-15","85 DRIVE","QUEENS",11432,"718-526-1340","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.8067212196432,40.710083558483
"1859","THE PLAY GROUP EXPERIENCE, INC,.","THE PLAY GROUP EXPERIENCE, INC.","90","BOULDER STREET","STATEN ISLAND",10312,"718-967-0494","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-74.1969448272711,40.546038332829
"1860","The Q Studio Lab LLC","THE Q STUDIO LAB","41-20","QUEENS BOULEVARD","QUEENS",11104,"718-786-9100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9229755921581,40.743104503192
"1861","The Q Studio Labs","THE  Q STUDIO LABS","43-12","46 Street","QUEENS",11104,"718-786-8091","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.918833867275,40.744549926473
"1862","The Rabbinical Committee of Brownstone Brooklyn (Chabad of Park Slope), Inc.","CHAI TOTS","70","PROSPECT PARK WEST","BROOKLYN",11215,"718-499-0836","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9737852313342,40.668639966046
"1863","THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN, INC.","CHAI TOTS PRESCHOOL OF PROSPECT HEIGHTS","852","CLASSON AVENUE","BROOKLYN",11238,"718-399-3979","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.9614197277479,40.671765730978
"1864","THE RABBINICAL COMMITTEE OF BROWNSTONE BROOKLYN,INC.","CHAI TOTS PRESCHOOL OF PROSPECT HEIGHTS ( I/T)","852","CLASSON AVENUE","BROOKLYN",11238,"718-399-3979","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",30,30.9077,1,0,-73.9614197277479,40.671765730978
"1865","THE RECTOR, CHURCH WARDENS AND VESTRYMEN OF GRACE CHURCH","GRACE CHURCH SCHOOL","254","HICKS STREET","BROOKLYN",11201,"718-624-4030","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9971328516921,40.694027138715
"1866","THE RECTOR, CHURCHWARDENS AND VESTRYMEN OF THE PARISH OF CALVARY, HOLY COMMUNION AND ST. GEORGE'S IN","THE JACK AND JILL SCHOOL AT ST. GEORGE'S CHURCH","209","EAST 16 STREET","MANHATTAN",10003,"212-475-0855","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.9852548798092,40.734581518929
"1867","THE RECTOR, WARDENS AND VESTRY OF CHRIST AND ST. STEPHEN'S EPISCOPAL CHURCH","THE RECTOR, WARDENS AND VESTRY OF CHRIST AND ST. STEPHEN'S EPISCOPAL CHURCH","122","WEST 69TH STREET","MANHATTAN",10023,"212-787-2755","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-73.9811011249664,40.775661053707
"1868","THE RED BALLOON DAY CARE CENTER, INC.","THE RED BALLOON DAY CARE CENTER, INC.","560","RIVERSIDE DRIVE","MANHATTAN",10027,"212-663-9006","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9602806652971,40.817199962535
"1869","THE RENAISSANCE CHARTER SCHOOL","The Renaissance Charter School","35-59","81ST STREET","QUEENS",11372,"718-803-0060","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.8851992466415,40.750038564343
"1870","THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK","THE RESEARCH FOUNDATION OF STATE UNIVERSITY OF NEW YORK","500","19TH STREET","BROOKLYN",11215,"718-237-8833","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9829524023739,40.656635606663
"1871","THE RESEARCH FOUNDATION OF SUNY","THE RESEARCH FOUNDATION OF SUNY","670","PARKSIDE AVENUE","BROOKLYN",11226,"718-675-1249","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9510300513825,40.655790386728
"1872","THE RIVERSIDE CHURCH IN THE CITY OF NEW YORK","THE RIVERSIDE CHURCH IN THE CITY OF NEW YORK","490","RIVERSIDE DRIVE","MANHATTAN",10027,"212-870-6743","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9626307156389,40.812330626551
"1873","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.9428342264104,40.758701615466
"1874","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.9076796926577,40.790121447215
"1875","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.8946226218124,40.740326683487
"1876","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.8199449351631,40.77966738107
"1877","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.8489141318724,40.573257594176
"1878","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.8355355594751,40.668957282876
"1879","THE ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","THE ROCHDALE EARLY ADVANTAGE PRESCHOOL","110-51","GUY R. BREWER BLVD.","QUEENS",11433,"718-978-0075","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",25,41.6124,1,0,-73.8354569892834,40.669094242739
"1880","THE ROCKEFELLER UNIVERSITY","THE ROCKEFELLER UNIVERSITY","1230","YORK AVE","MANHATTAN",10065,"212-327-7071","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",14.2857,33.2035,1,0,-73.9550829694302,40.76372773937
"1881","THE ROMAN CATHOLIC CHURCH OF THE GOOD SHEPARD NEW YORK CITY","THE ROMAN CATHOLIC CHURCH OF THE GOOD SHEPHERD NEW YORK CITY","620","ISHAM STREET","MANHATTAN",10034,"212-567-5800","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",33.3333,41.6124,1,0,-73.9208425392801,40.868932873045
"1882","THE S. A. M. ADVISORY COUNCIL, INC.","THE S. A. M. ADVISORY COUNCIL, INC.","1274","SECOND AVENUE","MANHATTAN",10065,"212-249-6391","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9605381644183,40.764970555279
"1883","THE SALVATION ARMY","THE SALVATION  ARMY TREMONT DAY CARE  CENTER","2121","WASHINGTON AVENUE","BRONX",10457,"718-563-1530","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.8953722802175,40.852109518886
"1884","THE SHIELD INSTITUTE, INC.","THE SHIELD INSTITUTE  BRONX  EARLY LEARNING CENTER","1800","ANDREWS AVENUE","BRONX",10453,"718-299-7600","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",80,33.2035,0,0,-73.9154188282494,40.851606781465
"1885","THE SHUANG WEN ACADEMY NETWORK (SWAN)","THE SHUANG WEN ACADEMY NETWORK (SWAN)","90-92","Bowery  Street","MANHATTAN",10013,"646-998-5786","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9954786547439,40.717525096053
"1886","THE SPENCE SCHOOL","THE SPENCE SCHOOL","56","EAST 93 STREET","MANHATTAN",10128,"212-289-5940","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",50,41.6124,0,0,-73.9550282754049,40.784947347416
"1887","THE ST.JOHN'S PLACE FAMILY CENTER DAY CARE CORPORATION","ST. JOHN'S PLACE FAMILY CENTER DAY CARE CORPORATION","1620","ST. JOHN'S PLACE","BROOKLYN",11233,"718-771-7720","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.9238642856314,40.670057462669
"1888","THE TOWN SCHOOL","THE TOWN PRESCHOOL","540","EAST 76 STREET","MANHATTAN",10021,"212-288-4383","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.9496732463758,40.768129104788
"1889","THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","THE TRUSTEES OF COLUMBIA UNIVERSITY IN THE CITY OF NEW YORK","21","CLAREMONT AVENUE","MANHATTAN",10027,"212-854-9601","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.9645834394697,40.80943124333
"1890","THE WASHINGTON MARKET SCHOOL","THE WASHINGTON MARKET SCHOOL","134","DUANE STREET","MANHATTAN",10013,"212-406-7271","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-74.0074514542323,40.716056300853
"1891","THE WEST SIDE MONTESSORI SCHOOL","THE WEST SIDE MONTESSORI SCHOOL","309","WEST 92 STREET","MANHATTAN",10025,"212-662-8000","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.9754216384533,40.793068909303
"1892","THE WILLIAM WOODWARD JR. NURSERY SCHOOL","THE WILLIAM WOODWARD JR. NURSERY SCHOOL","435","EAST 70TH STREET","MANHATTAN",10021,"212-744-6611","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9549365865369,40.766268985871
"1893","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9445587605275,40.688213446029
"1894","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9442042857515,40.6881704066558
"1895","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-74.0148558267394,40.675485136655
"1896","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9865348853008,40.578404030582
"1897","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9520627353123,40.705409542435
"1898","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9528873837361,40.69453812048
"1899","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9473987790484,40.583543100047
"1900","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9160443587805,40.646428331273
"1901","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-74.0294596962473,40.618423826052
"1902","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.932785165991,0.72484829592465
"1903","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9577268462478,40.6792162800106
"1904","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9788159730161,40.6361263649727
"1905","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9058201880522,40.681417495041
"1906","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.8880565800835,40.665361954628
"1907","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9493483743051,40.715844739587
"1908","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9495387132491,40.715826927331
"1909","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.870544571997,40.666165811057
"1910","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9817884838248,40.681034091568
"1911","THE WILLIAMSBURG NEIGHBORHOOD NURSERY SCHOOL","THE WILLIAMSBURG NURSERY SCHOOL","54","SOUTH 2ND STREET","BROOKLYN",11249,"718-782-4181","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9193951296268,40.683913375478
"1912","THE WONDER YEARS PRESCHOOL INC.","THE WONDER YEARS PRESCHOOL INC.","381","SEAVER AVENUE","STATEN ISLAND",10305,"718-987-7596","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",28.5714,33.2035,1,0,-74.0922125468399,40.581364459334
"1913","THE WOODEN BUTTON LLC","THE WOODEN BUTTON LLC","729","WEST  181 STREET","MANHATTAN",10033,"646-241-8024","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9376767761358,40.851161855624
"1914","THE YMCA OF GREATER NEW YORK","THE YMCA OF GREATER NEW YORK","5","WEST 63 STREET","MANHATTAN",10023,"212-912-2650","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9801661357717,40.771277091845
"1915","THE YOUNG MEN'S & YOUNG WOMEN'S HEBREW ASSOCIATION","THE YOUNG MEN'S & YOUNG WOMEN'S HEBREW ASSOCIATION","1395","LEXINGTON AVENUE","MANHATTAN",10128,"212-415-5532","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",40,33.2035,0,0,-73.9521310368691,40.78291615274
"1916","TheraCare of New York, Inc.","THERACARE","65-21","MAIN STREET","QUEENS",11367,"347-262-6378","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-73.8241007466531,40.737367537786
"1917","THERAPY AND LEARNING CENTER, INC.","THERAPY AND LEARNING CENTER, INC","1723","8 AVENUE","BROOKLYN",11215,"718-290-2700","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9845868940524,40.658876608404
"1918","THESE OUR TREASURES, INC.","THESE OUR TREASURES, INC.","2778","BRUCKNER BOULEVARD","BRONX",10465,"718-863-4925","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",60,33.2035,0,0,-73.831396597251,40.830684055909
"1919","THURSDAY'S CHILD, INC.","THURSDAY'S CHILD, INC. (I /T)","7616","13TH AVENUE","BROOKLYN",11228,"718-630-5100","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",20,30.9077,1,0,-74.0086854037389,40.619628306026
"1920","THURSDAY'S CHILD,INC","THURSDAY'S CHILD, INC.","7616","13TH AVENUE","BROOKLYN",11228,"718-630-5100","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",20,33.2035,1,0,-74.0086854037389,40.619628306026
"1921","TINY ACORNS CHILDCARE, INC","TINY ACORNS CHILDCARE, INC","1015","CHURCH AVENUE","BROOKLYN",11218,"646-208-0620","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",100,33.2035,0,0,-73.9698037516181,40.646902204463
"1922","TINY BUMBLEBEES, INC.","TINY BUMBLEBEES DAY CARE INFANT/TODDLER","2848","BRIGHTON 7TH STREET","BROOKLYN",11235,"718-975-3232","0 YEARS - 2 YEARS","INFANT TODDLER","Child Care - Infants/Toddlers",42.8571,30.9077,0,0,-73.9621760614508,40.582048553224
"1923","TINY FOOTSTEPS ,INC","TINY FOOTSTEPS, INC","167-01","UNION  TURNPIKE","QUEENS",11366,"718-969-5500","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",33.3333,33.2035,0,0,-73.8010460566666,40.722984882858
"1924","TINY TOTS EXPRESS INC.","TINY TOTS EXPRESS, INC.","3321","AVENUE N","BROOKLYN",11234,"718-338-9561","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-73.9414867513505,40.61771929628
"1925","TINY TOTS PLAYHOUSE LLC","TINY TOTS PLAYHOUSE LLC","243","88 STREET","BROOKLYN",11209,"718-745-4509","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",0,33.2035,1,1,-74.0328026756154,40.622615765647
"1926","TOLENTINE ZEISER COMMUNITY LIFE CENTER,INC.","TOLENTINE  ZEISER  COMMUNITY LIFE CENTER, INC","2340","ANDREWS AVENUE","BRONX",10468,"718-933-6935","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",66.6667,33.2035,0,0,-73.9063921579772,40.862268708916
"1927","TOMER D'VORA SCHOOL","TOMER D'VORA SCHOOL","1415","45 STREET","BROOKLYN",11219,"718-633-4802","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",66.6667,41.6124,0,0,-73.9870524921186,40.635733814784
"1928","TOMER DVORA","SCHOOL BASED CHILD CARE","4500","9 AVENUE","BROOKLYN",11220,"718-633-4802","2 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",100,41.6124,0,0,-73.9496813558091,40.666031440459
"1929","TORAH ACADEMY FOR GIRLS","TORAH ACADEMY PRESCHOOL","444","BEACH 6 STREET","QUEENS",11691,"718-471-8444","3 YEARS - 5 YEARS","PRESCHOOL","School Based Child Care",0,41.6124,1,1,-73.7397742450982,40.599042872316
"1930","TOWERS PLAY-N-LEARN INC.","TOWERS PLAY-N-LEARN INC.","60-10","47 AVENUE","QUEENS",11377,"718-478-3885","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",57.1429,33.2035,0,0,-73.904045669293,40.739741831168
"1931","TRABAJAMOS COMMUNITY HEAD START INC.","TRABAJAMOS COMMUNITY HEAD START","1997","BATHGATE AVENUE","BRONX",10457,"917-259-7081","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",25,33.2035,1,0,-73.8960037665055,40.8491522602158
"1932","TRABAJAMOS COMMUNITY HEAD START, INC.","TRABAJAMOS COMMUNITY HEAD START, INC.","2167","UNIVERSITY AVENUE","BRONX",10453,"917-962-9720","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",50,33.2035,0,0,-73.9003366528502,40.816071495155
"1933","TRADITIONAL DAY CARE CENTER, INC.","TRADITIONAL DAY CARE","1112","WINTHROP STREET","BROOKLYN",11212,"718-346-5777","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",37.5,33.2035,0,0,-73.9227355167222,40.6617778773475
"1934","TRADITIONAL EDUCATIONAL CENTER, INC.","TRADITIONAL EDUCATIONAL CENTER","1469","BROADWAY","BROOKLYN",11221,"718-443-2577","2 YEARS - 5 YEARS","PRESCHOOL","Child Care - Pre School",16.6667,33.2035,1,0,-73.9184788097656,40.687657737526
